gene_name	entrez_id
SLC45A3	85414
REEP4	80346
CYP17A1	1586
DCAF11	80344
NKX2.5	NA
ACACB	32
PRX	57716
TCAP	8557
PSMA8	143471
GIMAP5	55340
ANKRD37	353322
TYW5	129450
SLC25A43	203427
DGKK	139189
CCDC190	339512
FTHL17	53940
IFT20	90410
SERPIND1	3053
NPFFR1	64106
NBPF6	653149
GSS	2937
AIF1	199
COX4I1	1327
CD40	958
CADM4	199731
MDH2	4191
COX11	1353
OR5T1	390155
IK	3550
FAM72C	554282
TRMT61A	115708
RNF152	220441
QKI	9444
TJP2	9414
TRPM7	54822
ZNF200	7752
GSDMD	79792
DUS4L	11062
NSG1	27065
RTF1	23168
CCDC171	203238
IRF6	3664
R3HDML	140902
FAM124B	79843
B3GNT9	84752
MRPS12	6183
ARHGAP11B	89839
ZNF676	163223
RGS12	6002
NR2F1	7025
CHCHD4	131474
TMEM19	55266
PNMT	5409
TMEM151A	256472
SH3D21	79729
NCOA7	135112
RANBP10	57610
MAPK12	6300
SERTAD3	29946
LRRC18	474354
DGKB	1607
PLA2G10	8399
HSD17B4	3295
NRIP2	83714
SAXO1	158297
CA14	23632
MCU	90550
CD44	960
ST3GAL4	6484
TDRD12	91646
NDUFC1	4717
PSTPIP1	9051
BCAS3	54828
TFAP4	7023
NXPE3	91775
KRTAP19.2	NA
FBXL17	64839
FBXL14	144699
ZNF558	148156
RPA2	6118
KLHL5	51088
PLA2G4A	5321
DPAGT1	1798
LRTOMT	220074
KRTAP13.2	NA
COL19A1	1310
BNC1	646
LRIT3	345193
CFLAR	8837
EREG	2069
VKORC1L1	154807
NCBP3	55421
HHEX	3087
PKDCC	91461
GTF2A2	2958
HNRNPCL3	649330
ADGRB3	577
SLC10A3	8273
OTULIN	90268
CRELD1	78987
PTTG2	10744
FSHB	2488
SOCS5	9655
PVRIG	79037
OLR1	4973
RBBP8NL	140893
JAM2	58494
SMYD4	114826
OR2Y1	134083
EDA2R	60401
STX3	6809
ACAD8	27034
YBEY	54059
NUDCD1	84955
SGK1	6446
TMEM243	79161
LMNTD1	160492
GIGYF1	64599
HPS1	3257
IBA57	200205
SAMD12	401474
PLD3	23646
ADGRF5	221395
ABCB11	8647
AGR2	10551
MEX3D	399664
SLC2A4RG	56731
CT45A7	101060211
SERPINB1	1992
BRPF3	27154
PRR35	146325
INO80D	54891
TBATA	219793
DPYSL4	10570
ZNF891	101060200
SLC6A17	388662
EXOC1	55763
COPZ1	22818
ZCCHC18	644353
KCNK2	3776
SLC22A31	146429
POLR3GL	84265
MYCBP2	23077
SIT1	27240
ZKSCAN7	55888
BTNL9	153579
ZDHHC21	340481
KLK8	11202
PDXDC1	23042
METTL15	196074
SPHKAP	80309
YTHDF2	51441
LMO7	4008
OOSP1	255649
NANS	54187
ATAD1	84896
ZNF202	7753
FLCN	201163
COL9A3	1299
C6orf141	135398
ZNF302	55900
PHF13	148479
SFXN1	94081
RASL11A	387496
ING5	84289
CDK7	1022
RGS3	5998
C1QC	714
SEC61A1	29927
PRRC2B	84726
OSCAR	126014
TRPC5OS	100329135
RIMKLB	57494
RFX7	64864
GPBP1	65056
METTL2B	55798
SMNDC1	10285
BMP7	655
JADE1	79960
KLF12	11278
KRT77	374454
TMEM104	54868
SLC44A1	23446
MAGEB4	4115
APAF1	317
DEFB128	245939
RNFT2	84900
TLCD2	727910
TMEM259	91304
ATP1B2	482
WDTC1	23038
VPS25	84313
IGFBP6	3489
OR8G2P	26492
GTDC1	79712
TMEM38B	55151
BEND3	57673
BTBD7	55727
AFMID	125061
C3	718
SELENOF	9403
PNN	5411
OR52N1	79473
AGK	55750
TBC1D5	9779
STX18	53407
BMP3	651
ATP4B	496
PMP2	5375
CTTNBP2	83992
KRTDAP	388533
CEACAM16	388551
GPRC5B	51704
GNG3	2785
NUFIP1	26747
GSTM4	2948
CACNA2D3	55799
KLHL30	377007
SNRNP35	11066
RBMY1F	159163
DEFB132	400830
PHKA1	5255
RNF20	56254
MYL12A	10627
PDE6C	5146
RRM2B	50484
HBD	3045
ZEB2	9839
SPEG	10290
TCHP	84260
C1orf53	388722
POLR1B	84172
RALGAPA1	253959
AMELX	265
FBLN2	2199
FLT3	2322
OSBPL7	114881
MMP11	4320
PAAF1	80227
CANT1	124583
OLFM1	10439
U2AF2	11338
HES7	84667
MAK	4117
HLA.DOB	NA
ZNF782	158431
CCDC186	55088
THG1L	54974
FLYWCH2	114984
OR5L2	26338
FAM90A12P	NA
WDFY1	57590
RFX8	731220
CPLX1	10815
TNIP2	79155
PLEKHG5	57449
CADPS	8618
RAB27B	5874
CETN3	1070
RPUSD3	285367
NIPAL1	152519
MAGEB10	139422
POGZ	23126
MSR1	4481
RHOBTB1	9886
ZDHHC11B	653082
AGGF1	55109
SH3GL2	6456
UBR3	130507
TAAR2	9287
KLHL9	55958
CYP4F3	4051
C8orf48	157773
HTN3	3347
TNFRSF11A	8792
CFAP73	387885
OR4K3	283617
ZFP91	80829
EBF4	57593
DEUP1	159989
CDY1	9085
WTIP	126374
CDK15	65061
VPS9D1	9605
VWF	7450
HIF1A	3091
DTHD1	401124
HNRNPH1	3187
LYVE1	10894
RIN2	54453
DTWD1	56986
ADGRD2	347088
PRDX6	9588
TUFM	7284
TTLL11	158135
TPPP	11076
RABL6	55684
SERPINB5	5268
ZNF577	84765
EID2B	126272
LBR	3930
USP14	9097
AGFG1	3267
ZNF837	116412
PTPN20	26095
DGKQ	1609
MKLN1	4289
LURAP1L	286343
LRRC57	255252
CCL17	6361
DNAJB4	11080
GHRHR	2692
KCNK10	54207
TK1	7083
RND2	8153
SMIM12	113444
IFNL3	282617
VEPH1	79674
RHBDD3	25807
P4HB	5034
ZNF395	55893
KCNN1	3780
MMP19	4327
FKBP1C	642489
OR5B17	219965
R3HCC1	203069
GLB1	2720
OR10S1	219873
VIM	7431
AADACL3	126767
TFG	10342
CSRNP1	64651
TAAR5	9038
DAPP1	27071
NSUN5	55695
FAM234B	57613
FFAR1	2864
ZRANB3	84083
SNX32	254122
GRIN3B	116444
IL24	11009
SOD2	6648
C12orf42	374470
EIF3I	8668
TTC23L	153657
WSB2	55884
RNF123	63891
HIRA	7290
SIAH2	6478
MAGEB5	347541
DSCAML1	57453
BCCIP	56647
LAG3	3902
MAD2L2	10459
RDH11	51109
HEXA	3073
RGS8	85397
ATP2A3	489
TYSND1	219743
RAP1B	5908
MBD3L2	125997
UQCRHL	440567
RALGPS1	9649
KCNJ2	3759
TMEM198	130612
RPL26L1	51121
ZNF417	147687
C1orf52	148423
KCNH8	131096
IMPDH1	3614
KNL1	57082
ACER2	340485
TNNT1	7138
ACR	49
HACL1	26061
ADORA2A	135
CYP51A1	1595
MAN2A2	4122
PKIB	5570
TCF12	6938
PTHLH	5744
CCER1	196477
RNF220	55182
CHTF8	54921
PFKL	5211
ABCB1	5243
MT.ATP6	NA
FAM210B	116151
NTSR1	4923
SLC17A2	10246
KLHL38	340359
NPIPB12	440353
EMC9	51016
CST1	1469
CLMN	79789
ATF1	466
CHRNA9	55584
AGPAT5	55326
CCL24	6369
GPR78	27201
TMEM69	51249
SEC23B	10483
OR56A5	390084
ANKZF1	55139
ATOX1	475
DMRT1	1761
ZNF83	55769
PHKB	5257
TECTB	6975
HP	3240
NPIPA5	100288332
ZNF629	23361
ENPP6	133121
EBLN2	55096
JOSD1	9929
VWA7	80737
IQCA1L	392843
ADAP1	11033
FANCA	2175
ACBD4	79777
DRD5	1816
GTPBP4	23560
COL11A1	1301
NOP10	55505
NDC80	10403
GPA33	10223
C1orf127	148345
EFS	10278
MPHOSPH6	10200
SH2D1A	4068
MTPN	136319
CHD2	1106
UBQLNL	143630
LYRM9	201229
NSUN3	63899
ZSCAN12	9753
RPL21	6144
DDHD2	23259
SERPINA3	12
C2CD5	9847
PAPOLG	64895
OR6N1	128372
AKAP8L	26993
PPP1R13B	23368
TMEM150C	441027
ATP6V0B	533
LYZL6	57151
EPHX3	79852
MAP3K20	51776
FCRL4	83417
GGT5	2687
KIF25	3834
NECTIN1	5818
TMEM59	9528
PGA4	643847
ONECUT1	3175
RBM14	10432
CCDC38	120935
ACTN3	89
CETN1	1068
PAK3	5063
PGM5	5239
OTUD7B	56957
PTEN	5728
PFAS	5198
CCNG1	900
BCL2A1	597
GGT6	124975
GTSF1L	149699
SEC16B	89866
LUC7L	55692
SLC35B1	10237
EIF3B	8662
NUFIP2	57532
RCN1	5954
ASL	435
ZNF396	252884
ARNT2	9915
FABP6	2172
MARVELD2	153562
PAH	5053
PLA2G3	50487
ALKAL2	285016
TTC13	79573
RASSF5	83593
VAV2	7410
BCL3	602
MTRR	4552
TSTD3	100130890
ELOA2	51224
MRPL14	64928
MLF1	4291
RBP1	5947
CCR10	2826
PRUNE2	158471
JAZF1	221895
ZNF280A	129025
TGOLN2	10618
LDLRAD4	753
LINGO2	158038
TRPC7	57113
COG4	25839
CELF2	10659
LAS1L	81887
REG4	83998
TACR2	6865
ZNF799	90576
TUBD1	51174
TMSB10	9168
OR4B1	119765
AVP	551
ZXDC	79364
FOXO6	100132074
ENTHD1	150350
PTGDR	5729
OR51A4	401666
PSRC1	84722
PEX26	55670
LINGO1	84894
FHL2	2274
OR4A47	403253
TMEM74B	55321
TMEM200A	114801
UCMA	221044
CDC7	8317
QSER1	79832
C11orf16	56673
TSPAN6	7105
HMGB1	3146
SLC15A1	6564
ASCL5	647219
ARRDC1	92714
PITPNB	23760
UMAD1	729852
UBASH3A	53347
AKR7A3	22977
WASHC1	100287171
SYT13	57586
SLC5A7	60482
EMC6	83460
ATMIN	23300
UFL1	23376
MAPKAPK3	7867
FAM9B	171483
BDH2	56898
CA5A	763
NTM	50863
IFNAR2	3455
DENND1A	57706
TRABD2B	388630
BPY2	9083
KCTD5	54442
KIF5C	3800
PIGT	51604
MIIP	60672
CPTP	80772
WDR5	11091
HAO1	54363
CTNNAL1	8727
LRPAP1	4043
NRL	4901
CGNL1	84952
APH1A	51107
SBK3	100130827
RMDN3	55177
RIMBP3C	150221
TMEM184A	202915
RHOD	29984
OR5AS1	219447
CCPG1	9236
TEP1	7011
ZNF85	7639
CD180	4064
SIRPA	140885
COL6A2	1292
SMG7	9887
ZNF846	162993
PACRGL	133015
HSF2BP	11077
PPIAL4A	653505
ADIRF	10974
RPS7	6201
SSR2	6746
KRTAP10.8	NA
PNPLA8	50640
CEP55	55165
LGR5	8549
IQCD	115811
NALCN	259232
GLI3	2737
GNG2	54331
SRP68	6730
IL1R1	3554
ST3GAL2	6483
SLC25A2	83884
ABTB2	25841
POU6F1	5463
CST8	10047
POT1	25913
PTMA	5757
SORBS3	10174
SEMA3D	223117
RORB	6096
ACOX1	51
RNF112	7732
HDX	139324
MBOAT1	154141
DUSP14	11072
NCKAP1	10787
PEX16	9409
BRD2	6046
CXCL6	6372
TCP11L1	55346
ZDHHC7	55625
ATG9A	79065
ZNF611	81856
POU3F3	5455
DMRTC1	63947
ZNF331	55422
FKBP4	2288
MIF4GD	57409
SMCHD1	23347
UBE2NL	389898
SFN	2810
WNT7A	7476
GALR3	8484
ARSK	153642
NPNT	255743
UBE2D1	7321
PCCA	5095
OR14K1	343170
PIGV	55650
SDR39U1	56948
UBASH3B	84959
ZNF622	90441
SSBP1	6742
IQCF5	389124
PRR14L	253143
ATP11B	23200
TAP1	6890
CDC25B	994
PRMT2	3275
MED20	9477
GOSR2	9570
INHA	3623
POLD2	5425
CLIP4	79745
DUSP18	150290
TEX22	647310
PRRC2C	23215
DDN	23109
LIG4	3981
CDC42EP5	148170
ORC3	23595
STOML3	161003
EWSR1	2130
FOXP2	93986
MYO9A	4649
PPP1R3D	5509
CUL4B	8450
USP17L2	377630
CLVS1	157807
CCDC184	387856
HPSE2	60495
MPEG1	219972
VNN2	8875
FAM161A	84140
ITLN2	142683
PCDH8	5100
NF1	4763
HORMAD2	150280
PODNL1	79883
TNFRSF13C	115650
TMIE	259236
DPYSL2	1808
FAM217A	222826
ST6GALNAC1	55808
SIRT4	23409
TCOF1	6949
RBFOX2	23543
PIK3IP1	113791
HEYL	26508
DYNC1I2	1781
B4GALT5	9334
TRPC1	7220
EIF3C	8663
ASNSD1	54529
SPDYE17	102723849
CALB2	794
NICN1	84276
TMC8	147138
NNMT	4837
NDUFS5	4725
SLC39A8	64116
NT5C1B	93034
CSNK1A1	1452
STAMBPL1	57559
ANKRD26	22852
EMCN	51705
SHISA8	440829
OPRD1	4985
PIK3CA	5290
KCTD13	253980
DECR2	26063
DAB1	1600
PIM1	5292
PAQR4	124222
APBA3	9546
GSTA3	2940
OR10G6	79490
SIGLEC11	114132
DEFB121	245934
CDY2B	203611
SLC39A5	283375
ECHDC3	79746
ZNF718	255403
CEACAM21	90273
SWSAP1	126074
ANHX	647589
PDZD4	57595
PRAP1	118471
DNM1	1759
CFHR4	10877
ANK3	288
FAR1	84188
MIA	8190
C6orf136	221545
SYCP3	50511
BPGM	669
MLPH	79083
CXorf38	159013
FZD2	2535
ACTR3B	57180
SMIM17	147670
BBS12	166379
NDUFA8	4702
YWHAG	7532
LTB	4050
CUX1	1523
MDGA2	161357
WIPF1	7456
KRT10	3858
ASRGL1	80150
C2orf42	54980
DCBLD2	131566
ELOVL5	60481
CFAP53	220136
TMEM179	388021
GARNL3	84253
AQP1	358
PAXBP1	94104
POLR2M	81488
CLK4	57396
TMEM200C	645369
FNDC3A	22862
NAV2	89797
CSGALNACT1	55790
KANSL2	54934
CHSY3	337876
ERP44	23071
CSRNP3	80034
PSME1	5720
SYNRG	11276
HIRIP3	8479
PINX1	54984
TESK2	10420
PTK2B	2185
ZFP1	162239
GTF2B	2959
ARL4D	379
XKR7	343702
LCN12	286256
PIK3C2B	5287
PLEKHA5	54477
OR2L8	391190
NAV3	89795
CKM	1158
CD36	948
MISP3	113230
WHRN	25861
JUNB	3726
CCNL1	57018
ALOX15B	247
ZNF207	7756
DHRS9	10170
TP53TG3E	102724101
CFHR5	81494
ANAPC1	64682
ASB3	51130
DNAJC25	548645
KIAA1549L	25758
ACTL10	170487
PHKG1	5260
NOVA1	4857
IQCB1	9657
RFPL1	5988
MCM2	4171
AASDH	132949
ZNF383	163087
VCY1B	353513
DUS3L	56931
NDUFB7	4713
APP	351
PRAMEF12	390999
GBP7	388646
ABHD16B	140701
ZNF573	126231
PRSS33	260429
DCAF10	79269
ENG	2022
CCDC106	29903
GJD4	219770
AGRN	375790
SPRY1	10252
ITPRIPL2	162073
TMIGD1	388364
MMP3	4314
SPI1	6688
SLC33A1	9197
SPRR2E	6704
CCNA2	890
RGS1	5996
CD8A	925
TECR	9524
ZNF544	27300
VLDLR	7436
TRAF4	9618
OC90	729330
SLC11A2	4891
CDYL2	124359
NACC2	138151
KCNK5	8645
TUG1	55000
ANKRD34A	284615
CXorf66	347487
RAP2A	5911
BMI1	648
GRAMD1C	54762
USP12	219333
AFP	174
PITPNA	5306
YES1	7525
SIRPD	128646
PSORS1C2	170680
KRTAP5.8	NA
MMP27	64066
SLC4A7	9497
AOC3	8639
SPAG16	79582
ZNF528	84436
ZIK1	284307
SOCS1	8651
FAP	2191
AMTN	401138
PYGO1	26108
CAST	831
S100A6	6277
PLA2G4B	100137049
TMEM252	169693
BBS10	79738
PYM1	84305
CACNA1B	774
PAN2	9924
MYLK3	91807
PCDH1	5097
HABP2	3026
ZNF878	729747
PRKAG1	5571
GPC1	2817
TBCE	6905
DNAJC15	29103
VPS18	57617
RIBC2	26150
DEFB107B	503614
IFNA5	3442
FOXA1	3169
CLEC4E	26253
RASSF9	9182
RBFOX3	146713
RGPD4	285190
OR11H2	79334
TOMM40	10452
PHKA2	5256
EFCC1	79825
TMEM17	200728
IL11	3589
PPP6R3	55291
OPTC	26254
GGTLC1	92086
MAP2K3	5606
FAM236C	109729126
KRT8	3856
SMIM10	644538
NKAPL	222698
CAPNS2	84290
MRPS14	63931
ECSIT	51295
DACT2	168002
ZC3H12B	340554
COQ7	10229
PFDN4	5203
NRXN1	9378
TEX13D	100132015
DIRAS2	54769
IL25	64806
ZNF300	91975
GALNTL6	442117
CHAT	1103
ADAM21	8747
ZNF233	353355
PRAMEF17	391004
KCNQ2	3785
SEPSECS	51091
ATP6V0C	527
OPN1MW	2652
ZNF337	26152
SLC9C2	284525
LRRC2	79442
DCC	1630
PSG6	5675
DNAJC5	80331
B4GALNT2	124872
CAPN7	23473
PACSIN1	29993
PRIMPOL	201973
DNAJC13	23317
ARL6	84100
TTC5	91875
MYO5A	4644
NKD2	85409
MBD3L5	284428
SLC26A11	284129
MYO15B	80022
ZBTB22	9278
MAN2A1	4124
C3orf33	285315
INO80B	83444
RFTN1	23180
TMCO6	55374
DNMT3B	1789
BLNK	29760
ZNF2	7549
RAD23B	5887
SSTR3	6753
FAT3	120114
GABRP	2568
SVEP1	79987
KIF4A	24137
SPEF2	79925
FZD8	8325
PLCZ1	89869
KCNE5	23630
DHX57	90957
EIF2S1	1965
FOXN3	1112
CYBRD1	79901
TEX13C	100129520
RXFP2	122042
ZNF792	126375
MAJIN	283129
RPLP0	6175
LYSMD3	116068
SUPT4H1	6827
TCEAL3	85012
RABEPK	10244
VWA1	64856
PTGER1	5731
CDK5R2	8941
HAUS6	54801
RCE1	9986
ENTPD1	953
FIG4	9896
BECN2	441925
CNTN2	6900
GRXCR2	643226
CCNJ	54619
RPS26	6231
PCGF2	7703
OR13F1	138805
ZNF805	390980
CRX	1406
LRRC37A2	474170
CSF2	1437
TBRG4	9238
CASC3	22794
WDR18	57418
ADCY7	113
C21orf62	56245
CLDND1	56650
HRNR	388697
BRCC3	79184
CHRNE	1145
ANKUB1	389161
TSLP	85480
EPS15	2060
B4GALNT4	338707
HCFC1R1	54985
QRSL1	55278
PPIAL4F	728945
TMEM121	80757
CDH18	1016
OR2T6	254879
KCNMB1	3779
KCNT2	343450
LENEP	55891
SPAAR	158376
CLCN1	1180
PRDX3	10935
POLR2J2	246721
CCL13	6357
RASGRF1	5923
DUSP21	63904
WNT11	7481
CMTM6	54918
PABPN1L	390748
HOXB2	3212
AFF3	3899
CTDSPL	10217
PRDM6	93166
TTC9C	283237
OR2AP1	121129
SMPD2	6610
FABP12	646486
CLN8	2055
NUSAP1	51203
CRISP2	7180
SMIM3	85027
OPRK1	4986
NUBP1	4682
TMEM31	203562
VSTM5	387804
KRTAP12.4	NA
QRICH1	54870
HR	55806
ATP2C1	27032
ESPL1	9700
TELO2	9894
COPS8	10920
RPL23	9349
MCM7	4176
CFHR3	10878
ITIH4	3700
MKRN1	23608
MSC	9242
FRRS1	391059
GRHL1	29841
LTK	4058
REEP3	221035
WASF3	10810
OR9A4	130075
GHDC	84514
SMOX	54498
PKHD1	5314
PIK3CD	5293
CRK	1398
TLE2	7089
ADGB	79747
MPPED2	744
ITGA8	8516
PCDH11X	27328
DLG5	9231
BAG1	573
DISP1	84976
CHODL	140578
PRAMEF20	645425
SRC	6714
SLC28A2	9153
SCNN1G	6340
XIRP1	165904
EIF6	3692
NLRP6	171389
ZP1	22917
HAUS1	115106
MAP3K9	4293
OR10V1	390201
ARL5C	390790
MBD4	8930
MICALL1	85377
DNAL1	83544
FCGR3A	2214
SEC24B	10427
RPS4X	6191
ACAT2	39
RHOXF1	158800
AK1	203
RPS4Y2	140032
CAB39L	81617
SLC30A8	169026
FSCB	84075
BICDL1	92558
PLA2G4F	255189
TRIM49D2	729384
ENOX2	10495
ACKR2	1238
C15orf61	145853
MAD2L1BP	9587
FABP1	2168
NAAA	27163
HOPX	84525
KHDC1L	100129128
IRGC	56269
CLCN6	1185
F11R	50848
OR4A15	81328
ZNF385C	201181
ZNF561	93134
C12orf40	283461
PLD6	201164
TXNDC12	51060
IGLON5	402665
EVC	2121
CHRNA10	57053
CDH7	1005
TMEM33	55161
TOR2A	27433
BLZF1	8548
NGDN	25983
SHF	90525
SYNE1	23345
ASB1	51665
USP54	159195
ZSCAN5A	79149
NRG3	10718
PLCB1	23236
SEMA6C	10500
ZCCHC24	219654
USP50	373509
PDPN	10630
LRRC26	389816
SLC4A8	9498
AHSA1	10598
NPHP4	261734
L2HGDH	79944
CALML6	163688
PAEP	5047
OR5K4	403278
SERPINB13	5275
BICD2	23299
GDPD3	79153
LEMD2	221496
GPR156	165829
KRTAP7.1	NA
GSC2	2928
PCDHGC5	56097
SLC22A17	51310
ARHGAP10	79658
RASGEF1B	153020
XIRP2	129446
AMOTL2	51421
ZNF177	7730
CAMK4	814
TBR1	10716
CLDN9	9080
C2CD2L	9854
AGO1	26523
CTSO	1519
MYL4	4635
GPR61	83873
XPA	7507
MCM4	4173
MRPL12	6182
ILF3	3609
SPRY4	81848
AMIGO3	386724
CABP1	9478
PPM1D	8493
VIT	5212
MTMR11	10903
NES	10763
L3MBTL4	91133
FCHO2	115548
ULK2	9706
UGP2	7360
GOLGA8O	728047
SLC18A2	6571
MED19	219541
ZP4	57829
NOS1AP	9722
DPPA3	359787
LRRN2	10446
MRPL46	26589
FAM9C	171484
GGA1	26088
DMBT1	1755
SLC4A9	83697
FOXE1	2304
CARD10	29775
PRM3	58531
WEE2	494551
FRK	2444
PLTP	5360
CDON	50937
NADK2	133686
MT1G	4495
CPNE2	221184
OR11H1	81061
LRRC72	100506049
CITED2	10370
SLC51B	123264
POLE3	54107
LARS2	23395
GRID2	2895
SPPL2C	162540
OSGIN2	734
UBE2K	3093
LIMS2	55679
OXCT2	64064
OR2T2	401992
NMT1	4836
PCDHB3	56132
CLYBL	171425
