entrez_id	gene_name
Sample Identifier	NA
383	ARG1
203074	PRSS55
8701	DNAH11
5467	PPARD
126789	PUSL1
442185	OR2J1
7757	ZNF208
390197	OR4D10
146395	GSG1L
7652	ZNF99
9013	TAF1C
25938	HEATR5A
23095	KIF1B
7059	THBS3
79572	ATP13A3
6558	SLC12A2
728621	CCDC30
5426	POLE
284427	SLC25A41
91862	MARVELD3
6602	SMARCD1
25832	NBPF14
3964	LGALS8
378807	CATSPER4
1906	EDN1
29102	DROSHA
5837	PYGM
3679	ITGA7
287	ANK2
63895	PIEZO2
23383	MAU2
51512	GTSE1
23046	KIF21B
57492	ARID1B
6915	TBXA2R
84951	TNS4
440533	PSG8
114783	LMTK3
8816	DCAF5
119772	OR52M1
23253	ANKRD12
9989	PPP4R1
8289	ARID1A
9760	TOX
26953	RANBP6
390093	OR10A6
25981	DNAH1
79852	EPHX3
128025	WDR64
6091	ROBO1
11096	ADAMTS5
6239	RREB1
85320	ABCC11
5894	RAF1
6507	SLC1A3
339855	KY
1499	CTNNB1
170463	SSBP4
5294	PIK3CG
57642	COL20A1
57662	CAMSAP3
55596	ZCCHC8
51164	DCTN4
55301	OLAH
10610	ST6GALNAC2
3713	IVL
348158	ACSM2B
26058	GIGYF2
774	CACNA1B
30836	DNTTIP2
57822	GRHL3
390075	OR52N5
121006	FAM186A
80762	NDFIP1
5126	PCSK2
63910	SLC17A9
58508	KMT2C
2872	MKNK2
729330	OC90
84547	PGBD1
55917	CTTNBP2NL
7267	TTC3
132660	LIN54
651	BMP3
64324	NSD1
7273	TTN
23112	TNRC6B
125950	RAVER1
1244	ABCC2
3696	ITGB8
28966	SNX24
53347	UBASH3A
4893	NRAS
6579	SLCO1A2
158471	PRUNE2
10388	SYCP2
2321	FLT1
54959	ODAM
10350	ABCA9
6668	SP2
7730	ZNF177
55500	ETNK1
5987	TRIM27
8805	TRIM24
6261	RYR1
255239	ANKK1
5775	PTPN4
79400	NOX5
10848	PPP1R13L
115560	ZNF501
7837	PXDN
5777	PTPN6
773	CACNA1A
2222	FDFT1
57679	ALS2
2638	GC
53904	MYO3A
54432	YIPF1
25791	NGEF
1268	CNR1
5260	PHKG1
816	CAMK2B
342184	FMN1
64478	CSMD1
9659	PDE4DIP
126638	RPTN
2868	GRK4
24	ABCA4
253738	EBF3
9627	SNCAIP
140801	RPL10L
253260	RICTOR
23344	ESYT1
60676	PAPPA2
25886	POC1A
64168	NECAB1
128209	KLF17
5024	P2RX3
81033	KCNH6
7153	TOP2A
3046	HBE1
79905	TMC7
205327	C2orf69
152831	KLB
1588	CYP19A1
5596	MAPK4
152789	JAKMIP1
2703	GJA8
5208	PFKFB2
285220	EPHA6
90134	KCNH7
3673	ITGA2
150726	FBXO41
25849	PARM1
9699	RIMS2
57705	WDFY4
89944	GLB1L2
610	HCN2
201625	DNAH12
2309	FOXO3
26166	RGS22
91156	IGFN1
91584	PLXNA4
89765	RSPH1
10955	SERINC3
349136	WDR86
114801	TMEM200A
29072	SETD2
26960	NBEA
3792	KEL
10535	RNASEH2A
2918	GRM8
129446	XIRP2
1308	COL17A1
55164	SHQ1
117144	CATSPER1
91607	SLFN11
147741	ZNF560
10224	ZNF443
324	APC
7975	MAFK
3032	HADHB
22891	ZNF365
56980	PRDM10
81832	NETO1
8925	HERC1
54972	TMEM132A
90952	ESAM
340990	OTOG
5286	PIK3C2A
288	ANK3
10810	WASF3
22925	PLA2R1
117196	MRGPRX4
11173	ADAMTS7
256006	ANKRD31
4857	NOVA1
27299	ADAMDEC1
84230	LRRC8C
1768	DNAH6
124565	SLC38A10
85301	COL27A1
5357	PLS1
66002	CYP4F12
254786	OR6C3
5273	SERPINB10
29899	GPSM2
55693	KDM4D
23345	SYNE1
4920	ROR2
90853	SPOCD1
27180	SIGLEC9
80114	BICC1
7675	ZNF121
7047	TGM4
2549	GAB1
219870	OR10G9
23034	SAMD4A
4353	MPO
4851	NOTCH1
5926	ARID4A
9108	MTMR7
134	ADORA1
442191	OR14J1
9612	NCOR2
525	ATP6V1B1
10788	IQGAP2
147409	DSG4
56649	TMPRSS4
8857	FCGBP
1118	CHIT1
84643	KIF2B
29091	STXBP6
10550	ARL6IP5
152579	SCFD2
127002	ATXN7L2
114784	CSMD2
10195	ALG3
151516	ASPRV1
343069	HNRNPCL1
25885	POLR1A
399979	SNX19
1293	COL6A3
1769	DNAH8
54665	RSBN1
3773	KCNJ16
468	ATF4
91662	NLRP12
79728	PALB2
252995	FNDC5
7363	UGT2B4
149233	IL23R
1952	CELSR2
79834	PEAK1
4703	NEB
85481	PSKH2
1672	DEFB1
118738	ZNF488
284349	ZNF283
1436	CSF1R
7058	THBS2
9696	CROCC
83942	TSSK1B
3849	KRT2
100131980	ZNF705G
50863	NTM
340252	ZNF680
64425	POLR1E
50509	COL5A3
4439	MSH5
780	DDR1
85456	TNKS1BP1
254394	MCM9
5315	PKM
922	CD5L
10160	FARP1
7075	TIE1
5158	PDE6B
283600	SLC25A47
23166	STAB1
57569	ARHGAP20
219699	UNC5B
122481	AK7
30813	VSX1
133418	EMB
23195	MDN1
441670	OR4M1
9844	ELMO1
8863	PER3
11280	SCN11A
7498	XDH
146664	MGAT5B
80759	KHDC1
6533	SLC6A6
8792	TNFRSF11A
5714	PSMD8
6935	ZEB1
204219	CERS3
129852	C2orf73
9353	SLIT2
479	ATP12A
1262	CNGA4
168537	GIMAP7
84083	ZRANB3
27342	RABGEF1
4583	MUC2
10693	CCT6B
715	C1R
1310	COL19A1
84514	GHDC
79192	IRX1
57458	TMCC3
80731	THSD7B
55638	SYBU
3748	KCNC3
2674	GFRA1
11005	SPINK5
57497	LRFN2
960	CD44
219436	OR5D14
245972	ATP6V0D2
51151	SLC45A2
26278	SACS
9732	DOCK4
80724	ACAD10
11334	TUSC2
4741	NEFM
57636	ARHGAP23
3990	LIPC
119694	OR51F2
27445	PCLO
125963	OR1M1
390079	OR52E8
23040	MYT1L
26049	FAM169A
4988	OPRM1
478	ATP1A3
440560	PRAMEF11
64778	FNDC3B
55227	LRRC1
10326	SIRPB1
4585	MUC4
343172	OR2T8
135924	OR9A2
390081	OR52E4
81544	GDPD5
81492	RSPH6A
2045	EPHA7
143425	SYT9
51292	GMPR2
7180	CRISP2
23094	SIPA1L3
9757	KMT2B
8864	PER2
1131	CHRM3
187	APLNR
402569	KPNA7
79820	CATSPERB
23784	POTEH
120114	FAT3
79414	LRFN3
56171	DNAH7
125962	OR7G1
169044	COL22A1
4620	MYH2
392138	OR2A25
847	CAT
81578	COL21A1
340267	COL28A1
5047	PAEP
23080	AVL9
1240	CMKLR1
3617	IMPG1
387357	THEMIS
5593	PRKG2
23212	RRS1
2639	GCDH
6370	CCL25
54538	ROBO4
3952	LEP
80032	ZNF556
79822	ARHGAP28
2515	ADAM2
388389	CCDC103
129684	CNTNAP5
114788	CSMD3
5903	RANBP2
79699	ZYG11B
26011	TENM4
55102	ATG2B
913	CD1E
85441	HELZ2
8685	MARCO
340745	LRIT2
1289	COL5A1
8972	MGAM
1909	EDNRA
93035	PKHD1L1
81285	OR51E2
56243	KIAA1217
6905	TBCE
57554	LRRC7
1119	CHKA
321	APBA2
11309	SLCO2B1
11157	LSM6
26493	OR8B8
133688	UGT3A1
116984	ARAP2
8743	TNFSF10
22899	ARHGEF15
7110	TMF1
57555	NLGN2
57663	USP29
127534	GJB4
150082	LCA5L
79799	UGT2A3
201140	DHRS7C
9429	ABCG2
7007	TECTA
7223	TRPC4
150209	AIFM3
254240	BPIFC
5867	RAB4A
27185	DISC1
9379	NRXN2
57512	GPR158
9546	APBA3
84700	MYO18B
113510	HELQ
83889	WDR87
57661	PHRF1
56163	RNF17
20	ABCA2
374308	PTCHD3
27146	FAM184B
6327	SCN2B
9381	OTOF
283284	IGSF22
3290	HSD11B1
284525	SLC9C2
1008	CDH10
2165	F13B
6476	SI
23215	PRRC2C
4647	MYO7A
9866	TRIM66
23281	MTUS2
8528	DDO
140880	CST11
6122	RPL3
56977	STOX2
4035	LRP1
2554	GABRA1
196385	DNAH10
79944	L2HGDH
151871	DPPA2
29930	PCDHB1
6510	SLC1A5
3078	CFHR1
84775	ZNF607
6936	GCFC2
2317	FLNB
653269	POTEI
56114	PCDHGA1
56113	PCDHGA2
57794	SUGP1
5874	RAB27B
1303	COL12A1
4053	LTBP2
1135	CHRNA2
247	ALOX15B
388015	RTL1
26290	GALNT8
7057	THBS1
3768	KCNJ12
284086	NEK8
80820	EEPD1
25800	SLC39A6
162540	SPPL2C
117178	SSX2IP
1007	CDH9
131873	COL6A6
204801	NLRP11
4649	MYO9A
8912	CACNA1H
27199	OXGR1
8749	ADAM18
590	BCHE
4794	NFKBIE
23216	TBC1D1
6586	SLIT3
4063	LY9
4839	NOP2
162605	KRT28
9902	MRC2
124842	TMEM132E
6335	SCN9A
4153	MBL2
4018	LPA
84735	CNDP1
64412	GZF1
84804	MFSD9
55074	OXR1
9056	SLC7A7
147660	ZNF578
10500	SEMA6C
2550	GABBR1
116966	WDR17
644150	WIPF3
23024	PDZRN3
391475	DYTN
3702	ITK
64319	FBRS
123745	PLA2G4E
2259	FGF14
147746	HIPK4
1826	DSCAM
89790	SIGLEC10
9034	CCRL2
7750	ZMYM2
100287226	ZNF729
641372	ACOT6
50613	UBQLN3
1600	DAB1
170689	ADAMTS15
64062	RBM26
375449	MAST4
100506049	LRRC72
23120	ATP10B
23135	KDM6B
80381	CD276
23242	COBL
1307	COL16A1
1006	CDH8
6331	SCN5A
30008	EFEMP2
84466	MEGF10
22979	EFR3B
2706	GJB2
91181	NUP210L
10210	TOPORS
133690	CAPSL
154075	SAMD3
10086	HHLA1
51455	REV1
93129	ORAI3
5521	PPP2R2B
2322	FLT3
1548	CYP2A6
2936	GSR
54436	SH3TC1
56920	SEMA3G
56102	PCDHGB3
56154	TEX15
93649	MYOCD
9424	KCNK6
63874	ABHD4
4919	ROR1
7137	TNNI3
79776	ZFHX4
143630	UBQLNL
79054	TRPM8
149428	BNIPL
1375	CPT1B
27085	MTBP
3559	IL2RA
144100	PLEKHA7
92283	ZNF461
168002	DACT2
84132	USP42
57834	CYP4F11
283310	OTOGL
23231	SEL1L3
23334	SZT2
57713	SFMBT2
285429	DCAF4L1
125336	LOXHD1
54207	KCNK10
55167	MSL2
55061	SUSD4
56108	PCDHGA7
51119	SBDS
7644	ZNF91
1770	DNAH9
152519	NIPAL1
54834	GDAP2
3568	IL5RA
54790	TET2
25865	PRKD2
80144	FRAS1
5932	RBBP8
5740	PTGIS
10154	PLXNC1
389643	NUGGC
204962	SLC44A5
131368	ZPLD1
23553	HYAL4
9723	SEMA3E
8735	MYH13
79772	MCTP1
4855	NOTCH4
3081	HGD
285386	TPRG1
909	CD1A
26057	ANKRD17
6101	RP1
1010	CDH12
283159	OR8D1
55636	CHD7
84266	ALKBH7
6892	TAPBP
4481	MSR1
23097	CDK19
729359	PLIN4
80205	CHD9
266747	RGL4
55118	CRTAC1
84071	ARMC2
115548	FCHO2
2011	MARK2
56106	PCDHGA10
323	APBB2
23263	MCF2L
81796	SLCO5A1
5470	PPEF2
460	ASTN1
56992	KIF15
84239	ATP13A4
11214	AKAP13
219447	OR5AS1
80210	ARMC9
6833	ABCC8
81027	TUBB1
54497	HEATR5B
1066	CES1
6899	TBX1
9955	HS3ST3A1
5288	PIK3C2G
11136	SLC7A9
27136	MORC1
56122	PCDHB14
5601	MAPK9
5506	PPP1R3A
84033	OBSCN
401399	PRRT4
283150	FOXR1
642	BLMH
255877	BCL6B
6297	SALL2
222584	FAM83B
27087	B3GAT1
9620	CELSR1
3620	IDO1
284403	WDR62
348654	GEN1
6249	CLIP1
2346	FOLH1
6543	SLC8A2
343413	FCRL6
5783	PTPN13
284254	DYNAP
2895	GRID2
4293	MAP3K9
350383	GPR142
28959	TMEM176B
261729	STEAP2
127608	OR2AJ1
57628	DPP10
10363	HMG20A
126637	TCHHL1
64641	EBF2
84620	ST6GAL2
389151	PRR23B
1793	DOCK1
3975	LHX1
7988	ZNF212
3708	ITPR1
5066	PAM
9447	AIM2
3359	HTR3A
5627	PROS1
93	ACVR2B
22807	IKZF2
22847	ZNF507
345462	ZNF879
120065	OR5P2
10947	AP3M2
1213	CLTC
1620	BRINP1
84627	ZNF469
4835	NQO2
22918	CD93
2172	FABP6
57621	ZBTB2
7733	ZNF180
166752	FREM3
79290	OR13A1
25909	AHCTF1
50617	ATP6V0A4
1557	CYP2C19
653247	PRB2
81628	TSC22D4
23087	TRIM35
5267	SERPINA4
6674	SPAG1
6708	SPTA1
1232	CCR3
1993	ELAVL2
219428	OR4C16
5651	TMPRSS15
202333	CMYA5
80760	ITIH5
26054	SENP6
7226	TRPM2
152273	FGD5
4584	MUC3A
54815	GATAD2A
81706	PPP1R14C
6916	TBXAS1
282770	OR10AG1
80157	CWH43
2646	GCKR
115111	SLC26A7
4776	NFATC4
9119	KRT75
9666	DZIP3
113146	AHNAK2
442213	PTCHD4
63899	NSUN3
54550	NECAB2
6860	SYT4
81831	NETO2
6653	SORL1
79364	ZXDC
8028	MLLT10
5618	PRLR
162998	OR7D2
51676	ASB2
1825	DSC3
3596	IL13
8997	KALRN
57617	VPS18
124925	SEZ6
9957	HS3ST1
161931	ADAD2
389677	RBM12B
6775	STAT4
567	B2M
84077	C3orf20
64579	NDST4
646	BNC1
5654	HTRA1
80209	PROSER1
1113	CHGA
64902	AGXT2
2516	NR5A1
2067	ERCC1
3857	KRT9
338645	LUZP2
400986	ANKRD36C
3691	ITGB4
800	CALD1
286	ANK1
342125	TMC3
9705	ST18
3283	HSD3B1
347051	SLC10A5
10752	CHL1
63827	BCAN
167681	PRSS35
65055	REEP1
2736	GLI2
1080	CFTR
353299	RGSL1
164832	LONRF2
356	FASLG
85480	TSLP
57795	BRINP2
2899	GRIK3
2066	ERBB4
11031	RAB31
2867	FFAR2
2901	GRIK5
173	AFM
165530	CLEC4F
151651	EFHB
59349	KLHL12
2047	EPHB1
10538	BATF
5090	PBX3
100507421	TMEM178B
390191	OR5B12
51146	A4GNT
115701	ALPK2
6401	SELE
3268	AGFG2
3096	HIVEP1
9149	DYRK1B
2731	GLDC
51200	CPA4
114836	SLAMF6
256076	COL6A5
8383	OR1A1
7443	VRK1
27295	PDLIM3
54464	XRN1
57478	USP31
2200	FBN1
5310	PKD1
23635	SSBP2
120	ADD3
10891	PPARGC1A
2329	FMO4
131405	TRIM71
3003	GZMK
2946	GSTM2
57673	BEND3
283298	OLFML1
9641	IKBKE
8913	CACNA1G
80309	SPHKAP
3780	KCNN1
5096	PCCB
4158	MC2R
2830	GPR6
6332	SCN7A
10718	NRG3
1062	CENPE
7692	ZNF133
94160	ABCC12
3587	IL10RA
342926	ZNF677
26286	ARFGAP3
79549	OR6J1
26154	ABCA12
6561	SLC13A1
56136	PCDHA13
54510	PCDH18
2829	XCR1
4849	CNOT3
3381	IBSP
84457	PHYHIPL
51086	TNNI3K
112714	TUBA3E
23313	KIAA0930
9971	NR1H4
1306	COL15A1
159963	SLC5A12
55586	MIOX
128367	OR10X1
5727	PTCH1
5137	PDE1C
60684	TRAPPC11
3351	HTR1B
27255	CNTN6
1005	CDH7
1807	DPYS
266743	NPAS4
57181	SLC39A10
203062	TSNARE1
101059918	GOLGA8R
50832	TAS2R4
56144	PCDHA4
6570	SLC18A1
727957	MROH1
257062	CATSPERD
115708	TRMT61A
23551	RASD2
23225	NUP210
54714	CNGB3
9825	SPATA2
29953	TRHDE
134083	OR2Y1
57491	AHRR
7367	UGT2B17
55809	TRERF1
3866	KRT15
10468	FST
256148	OR4S1
6407	SEMG2
3593	IL12B
91752	ZNF804A
84076	TKTL2
51608	GET4
9708	PCDHGA8
1114	CHGB
84467	FBN3
57178	ZMIZ1
55816	DOK5
1089	CEACAM4
56479	KCNQ5
3075	CFH
10579	TACC2
138474	TAF1L
10368	CACNG3
9091	PIGQ
124872	B4GALNT2
3350	HTR1A
4846	NOS3
1562	CYP2C18
85449	KIAA1755
81448	OR6K2
79187	FSD1
11281	POU6F2
7976	FZD3
3755	KCNG1
2557	GABRA4
1277	COL1A1
653489	RGPD3
22907	DHX30
2915	GRM5
5430	POLR2A
84168	ANTXR1
4619	MYH1
2838	GPR15
23078	VWA8
4744	NEFH
9378	NRXN1
6405	SEMA3F
868	CBLB
64599	GIGYF1
5609	MAP2K7
340900	EBLN1
57156	TMEM63C
146779	EFCAB3
56129	PCDHB7
4626	MYH8
2909	ARHGAP35
3371	TNC
11099	PTPN21
390154	OR5T3
132612	ADAD1
80000	GREB1L
5336	PLCG2
9509	ADAMTS2
256144	OR4C3
157570	ESCO2
7813	EVI5
9881	TRANK1
57626	KLHL1
8710	SERPINB7
5979	RET
8382	NME5
10501	SEMA6B
171019	ADAMTS19
339766	MROH2A
57731	SPTBN4
64919	BCL11B
3939	LDHA
157313	CDCA2
390792	KRT39
56999	ADAMTS9
132671	SPATA18
143279	HECTD2
127247	ASB17
163227	ZNF100
57687	VAT1L
100271849	MEF2B
94120	SYTL3
83854	ANGPTL6
8715	NOL4
399474	TMEM200B
7399	USH2A
5105	PCK1
9704	DHX34
4218	RAB8A
7472	WNT2
8745	ADAM23
57639	CCDC146
221823	PRPS1L1
84952	CGNL1
127731	VWA5B1
7265	TTC1
11063	SOX30
116328	C8orf34
2104	ESRRG
4233	MET
1462	VCAN
81031	SLC2A10
22802	CLCA4
28976	ACAD9
51517	NCKIPSD
911	CD1C
55799	CACNA2D3
57480	PLEKHG1
3858	KRT10
284099	C17orf78
89857	KLHL6
8714	ABCC3
29855	UBN1
56107	PCDHGA9
5995	RGR
482	ATP1B2
5179	PENK
166785	MMAA
23283	CSTF2T
286676	ILDR1
390916	NUDT19
55612	FERMT1
1605	DAG1
192111	PGAM5
9806	SPOCK2
54429	TAS2R5
996	CDC27
50616	IL22
9718	ECE2
338751	OR52L1
205860	TRIML2
81282	OR51G2
3187	HNRNPH1
10580	SORBS1
4438	MSH4
163259	DENND2C
1294	COL7A1
51350	KRT76
162282	ANKFN1
9972	NUP153
5076	PAX2
4211	MEIS1
11101	ATE1
2913	GRM3
54209	TREM2
9356	SLC22A6
7570	ZNF22
256380	SCML4
79755	ZNF750
675	BRCA2
3915	LAMC1
7769	ZNF226
80071	CCDC15
91801	ALKBH8
205147	AMER3
3918	LAMC2
10798	OR5I1
339416	ANKRD45
137902	PXDNL
64100	ELSPBP1
23403	FBXO46
8295	TRRAP
54825	CDHR2
408	ARRB1
79879	CCDC134
50833	TAS2R16
200162	SPAG17
54625	PARP14
49855	SCAPER
127579	DCST2
23683	PRKD3
51393	TRPV2
343472	BARHL2
1755	DMBT1
4313	MMP2
2977	GUCY1A2
133558	MROH2B
84034	EMILIN2
57115	PGLYRP4
59348	ZNF350
79832	QSER1
1109	AKR1C4
2662	GDF10
23481	PES1
26707	OR2J2
128372	OR6N1
57158	JPH2
25929	GEMIN5
8216	LZTR1
6873	TAF2
29119	CTNNA3
6565	SLC15A2
10025	MED16
107	ADCY1
388630	TRABD2B
120400	NXPE1
79339	OR51B4
51593	SRRT
113835	ZNF257
285848	PNPLA1
51199	NIN
333	APLP1
2558	GABRA5
313	AOAH
5732	PTGER2
80274	SCUBE1
128674	PROKR2
624	BDKRB2
84970	C1orf94
28988	DBNL
47	ACLY
2359	FPR3
3448	IFNA14
64283	ARHGEF28
9663	LPIN2
6439	SFTPB
116154	PHACTR3
55174	INTS10
26167	PCDHB5
2036	EPB41L1
92840	REEP6
23774	BRD1
3036	HAS1
1036	CDO1
1778	DYNC1H1
91039	DPP9
7625	ZNF74
4645	MYO5B
3664	IRF6
9647	PPM1F
2137	EXTL3
253012	HEPACAM2
1583	CYP11A1
80323	CCDC68
10469	TIMM44
4296	MAP3K11
10699	CORIN
85377	MICALL1
3687	ITGAX
6753	SSTR3
5407	PNLIPRP1
56964	WDR93
23324	MAN2B2
5046	PCSK6
4622	MYH4
5529	PPP2R5E
84561	SLC12A8
2891	GRIA2
3682	ITGAE
147744	TMEM190
11199	ANXA10
80264	ZNF430
221037	JMJD1C
5253	PHF2
4750	NEK1
9734	HDAC9
26018	LRIG1
3234	HOXD8
26735	OR1L3
11011	TLK2
1639	DCTN1
55795	PCID2
84767	TRIM51
344805	TMPRSS7
4058	LTK
56829	ZC3HAV1
54456	MOV10L1
3101	HK3
10085	EDIL3
128506	OCSTAMP
1388	ATF6B
55870	ASH1L
151790	WDR49
1160	CKMT2
642636	RAD21L1
197135	PATL2
165904	XIRP1
10568	SLC34A2
23554	TSPAN12
54827	NXPE4
92211	CDHR1
57348	TTYH1
26532	OR10H3
84284	NTPCR
9411	ARHGAP29
55753	OGDHL
128360	OR10T2
6564	SLC15A1
5097	PCDH1
79953	SYNDIG1
8641	PCDHGB4
79149	ZSCAN5A
154664	ABCA13
84085	FBXO30
846	CASR
6584	SLC22A5
5053	PAH
140469	MYO3B
10300	KATNB1
4711	NDUFB5
57408	LRTM1
6299	SALL1
8477	GPR65
23165	NUP205
914	CD2
2151	F2RL2
388336	SHISA6
51268	PIPOX
257106	ARHGAP30
3456	IFNB1
85443	DCLK3
3275	PRMT2
55273	TMEM100
90317	ZNF616
7227	TRPS1
1235	CCR6
222484	LNX2
390067	OR52H1
126306	JSRP1
57538	ALPK3
6461	SHB
9194	SLC16A7
55237	VRTN
6549	SLC9A2
729	C6
83597	RTP3
1571	CYP2E1
23237	ARC
79142	PHF23
8914	TIMELESS
4684	NCAM1
