entrez_id	gene_name
Sample Identifier	NA
55937	APOM
26060	APPL1
353	APRT
54840	APTX
358	AQP1
360	AQP3
361	AQP4
364	AQP7
343	AQP8
366	AQP9
116984	ARAP2
23237	ARC
372	ARCN1
374	AREG
378	ARF4
381	ARF5
10565	ARFGEF1
10564	ARFGEF2
27236	ARFIP1
23647	ARFIP2
383	ARG1
503582	ARGFX
79658	ARHGAP10
94134	ARHGAP12
55114	ARHGAP17
93663	ARHGAP18
57569	ARHGAP20
57584	ARHGAP21
83478	ARHGAP24
79822	ARHGAP28
57514	ARHGAP31
9743	ARHGAP32
80728	ARHGAP39
343578	ARHGAP40
143872	ARHGAP42
9639	ARHGEF10
23365	ARHGEF12
26084	ARHGEF26
50650	ARHGEF3
445328	ARHGEF35
54848	ARHGEF38
84904	ARHGEF39
7984	ARHGEF5
57492	ARID1B
10620	ARID3B
138715	ARID3C
25820	ARIH1
10425	ARIH2
115761	ARL11
200894	ARL13B
80117	ARL14
120534	ARL14EP
54622	ARL15
402	ARL2
23568	ARL2BP
10124	ARL4A
221079	ARL5B
84100	ARL6
23204	ARL6IP1
10550	ARL6IP5
55207	ARL8B
132946	ARL9
55156	ARMC1
83787	ARMC10
221481	ARMC12
84071	ARMC2
219681	ARMC3
79798	ARMC5
25852	ARMC8
9915	ARNT2
10552	ARPC1A
10095	ARPC1B
10093	ARPC4
81873	ARPC5L
10776	ARPP19
10777	ARPP21
92714	ARRDC1
91947	ARRDC4
79642	ARSJ
419	ART3
427	ASAH1
50807	ASAP1
136371	ASB10
79754	ASB13
142686	ASB14
142685	ASB15
51666	ASB4
140458	ASB5
140459	ASB6
140460	ASB7
56676	ASCL3
25842	ASF1A
9070	ASH2L
40	ASIC2
9311	ASIC3
51802	ASIC5
434	ASIP
440	ASNS
444	ASPH
253982	ASPHD1
54829	ASPN
80150	ASRGL1
445	ASS1
28990	ASTE1
23245	ASTN2
171023	ASXL1
80816	ASXL3
136991	ASZ1
29028	ATAD2
79915	ATAD5
79969	ATAT1
1388	ATF6B
80063	ATF7IP2
23130	ATG2A
64422	ATG3
9474	ATG5
10533	ATG7
285973	ATG9B
25923	ATL3
472	ATM
23300	ATMIN
474	ATOH1
57205	ATP10D
23250	ATP11A
23200	ATP11B
79572	ATP13A3
84239	ATP13A4
344905	ATP13A5
483	ATP1B3
487	ATP2A1
491	ATP2B2
27032	ATP2C1
9914	ATP2C2
495	ATP4A
496	ATP4B
50617	ATP6V0A4
527	ATP6V0C
9114	ATP6V0D1
155066	ATP6V0E2
523	ATP6V1A
526	ATP6V1B2
528	ATP6V1C1
9296	ATP6V1F
9550	ATP6V1G1
534	ATP6V1G2
51606	ATP6V1H
540	ATP7B
10396	ATP8A1
79895	ATP8B4
10079	ATP9A
91647	ATPAF2
545	ATR
84126	ATRIP
8455	ATRN
6310	ATXN1
342371	ATXN1L
11273	ATXN2L
222255	ATXN7L1
549	AUH
6790	AURKA
551	AVP
563	AZGP1
64343	AZI2
51582	AZIN1
8706	B3GALNT1
8705	B3GALT4
27087	B3GAT1
135152	B3GAT2
26229	B3GAT3
84002	B3GNT5
84752	B3GNT9
2683	B4GALT1
8702	B4GALT4
9334	B4GALT5
9331	B4GALT6
27077	B9D1
79870	BAALC
570	BAAT
23621	BACE1
572	BAD
573	BAG1
9532	BAG2
9530	BAG4
7917	BAG6
55971	BAIAP2L1
578	BAK1
25805	BAMBI
8815	BANF1
140836	BANF2
55024	BANK1
54971	BANP
8314	BAP1
56751	BARHL1
56033	BARX1
8538	BARX2
10409	BASP1
116071	BATF2
8424	BBOX1
582	BBS1
166379	BBS12
583	BBS2
585	BBS4
55212	BBS7
56987	BBX
55973	BCAP29
9564	BCAR1
8537	BCAS1
55653	BCAS4
590	BCHE
10295	BCKDK
597	BCL2A1
598	BCL2L1
10017	BCL2L10
604	BCL6
9274	BCL7C
283149	BCL9L
9774	BCLAF1
83875	BCO2
622	BDH1
56898	BDH2
627	BDNF
146227	BEAN1
57673	BEND3
389206	BEND4
221336	BEND6
222389	BEND7
7439	BEST1
10282	BET1
51283	BFAR
631	BFSP1
8419	BFSP2
168620	BHLHA15
27319	BHLHE22
8553	BHLHE40
23299	BICD2
55909	BIN3
329	BIRC2
330	BIRC3
54841	BIVM
10904	BLCAP
414899	BLID
640	BLK
641	BLM
642	BLMH
55330	BLOC1S4
648	BMI1
649	BMP1
650	BMP2
55589	BMP2K
651	BMP3
653	BMP5
655	BMP7
658	BMPR1B
646	BNC1
54796	BNC2
663	BNIP2
665	BNIP3L
91653	BOC
259282	BOD1L1
552900	BOLA2
654483	BOLA2B
23246	BOP1
79866	BORA
669	BPGM
671	BPI
51297	BPIFA1
140683	BPIFA2
128861	BPIFA3
92747	BPIFB1
80341	BPIFB2
359710	BPIFB3
149954	BPIFB4
128859	BPIFB6
673	BRAF
6046	BRD2
8019	BRD3
29117	BRD7
10902	BRD8
65980	BRD9
55290	BRF2
25798	BRI3
283870	BRICD5
55299	BRIX1
55845	BRK1
25855	BRMS1
7862	BRPF1
27154	BRPF3
26580	BSCL2
8927	BSN
54836	BSPRY
683	BST1
390259	BSX
53339	BTBD1
84280	BTBD10
643376	BTBD18
22903	BTBD3
114781	BTBD9
685	BTC
686	BTD
54766	BTG4
151888	BTLA
696	BTN1A1
11120	BTN2A1
10385	BTN2A2
11119	BTN3A1
11118	BTN3A2
10384	BTN3A3
56244	BTNL2
84811	BUD13
8896	BUD31
28969	BZW2
256815	C10orf67
56673	C11orf16
160298	C11orf42
91894	C11orf52
28970	C11orf54
160140	C11orf65
83638	C11orf68
54494	C11orf71
254439	C11orf86
399947	C11orf87
100131378	C11orf91
56905	C15orf39
123207	C15orf40
145853	C15orf61
123775	C16orf46
283897	C16orf54
404550	C16orf74
123970	C16orf78
162083	C16orf82
388284	C16orf86
388272	C16orf87
146556	C16orf89
646174	C16orf90
146378	C16orf92
100506581	C16orf95
342346	C16orf96
146853	C17orf50
64149	C17orf75
284099	C17orf78
83608	C18orf21
497661	C18orf32
162681	C18orf54
83636	C19orf12
56913	C1GALT1
389941	C1QL3
114899	C1QTNF3
114902	C1QTNF5
114905	C1QTNF7
717	C2
128653	C20orf141
128864	C20orf144
140873	C20orf173
400831	C20orf202
284805	C20orf203
140680	C20orf96
9854	C2CD2L
145741	C2CD4A
388125	C2CD4B
51161	C3orf18
84077	C3orf20
152065	C3orf22
285315	C3orf33
285237	C3orf38
132200	C3orf49
79669	C3orf52
375341	C3orf62
285382	C3orf70
401097	C3orf80
646498	C3orf84
720	C4A
721	C4B
84103	C4orf17
55286	C4orf19
401152	C4orf3
132321	C4orf33
132989	C4orf36
201725	C4orf46
389197	C4orf50
646603	C4orf51
727	C5
56951	C5orf15
55322	C5orf22
134553	C5orf24
375444	C5orf34
401207	C5orf63
729	C6
168090	C6orf118
387263	C6orf120
221545	C6orf136
135398	C6orf141
57827	C6orf47
352999	C6orf58
81688	C6orf62
221477	C6orf89
730	C7
202865	C7orf33
733	C8G
65265	C8orf33
116328	C8orf34
157773	C8orf48
541565	C8orf58
203076	C8orf74
84933	C8orf76
414919	C8orf82
735	C9
401546	C9orf152
389766	C9orf153
55071	C9orf40
257169	C9orf43
1903	S1PR3
375759	C9orf50
138240	C9orf57
203228	C9orf72
51759	C9orf78
138241	C9orf85
771	CA12
763	CA5A
766	CA7
767	CA8
768	CA9
79886	CAAP1
81617	CAB39L
91768	CABLES1
57010	CABP4
85438	CABS1
26256	CABYR
11094	CACFD1
774	CACNA1B
776	CACNA1D
781	CACNA2D1
9254	CACNA2D2
55799	CACNA2D3
783	CACNB2
10368	CACNG3
23705	CADM1
253559	CADM2
8618	CADPS
93664	CADPS2
793	CALB1
794	CALB2
796	CALCA
797	CALCB
799	CALCR
800	CALD1
810	CALML3
91860	CALML4
51806	CALML5
813	CALU
8536	CAMK1
57118	CAMK1D
817	CAMK2D
94032	CAMK2N2
79012	CAMKV
819	CAMLG
820	CAMP
157922	CAMSAP1
23066	CAND2
10486	CAP2
823	CAPN1
11131	CAPN11
23473	CAPN7
84290	CAPNS2
4076	CAPRIN1
133690	CAPSL
830	CAPZA2
114769	CARD16
59082	CARD18
84674	CARD6
64170	CARD9
23589	CARHSP1
57571	CARNS1
64921	CASD1
57524	CASKIN1
834	CASP1
100506742	CASP12
835	CASP2
836	CASP3
837	CASP4
838	CASP5
839	CASP6
846	CASR
57091	CASS4
847	CAT
117144	CATSPER1
347732	CATSPER3
857	CAV1
858	CAV2
859	CAV3
9139	CBFA2T2
863	CBFA2T3
865	CBFB
867	CBL
868	CBLB
79872	CBLL1
869	CBLN1
140689	CBLN4
84869	CBR4
11335	CBX3
57545	CC2D2A
92922	CCDC102A
203260	CCDC107
256309	CCDC110
29070	CCDC113
151903	CCDC12
160857	CCDC122
90693	CCDC126
133957	CCDC127
152206	CCDC13
64753	CCDC136
64770	CCDC14
9720	CCDC144A
91050	CCDC149
80071	CCDC15
100129792	CCDC152
283152	CCDC153
339965	CCDC158
100130274	CCDC166
154467	CCDC167
643677	CCDC168
80129	CCDC170
203238	CCDC171
51244	CCDC174
374864	CCDC178
100499483	CCDC180
55246	CCDC25
25901	CCDC28A
83643	CCDC3
80125	CCDC33
91057	CCDC34
339829	CCDC39
152137	CCDC50
79714	CCDC51
84692	CCDC54
285331	CCDC66
80323	CCDC68
79741	CCDC7
83446	CCDC70
64925	CCDC71
168455	CCDC71L
493860	CCDC73
151887	CCDC80
60494	CCDC81
79780	CCDC82
220047	CCDC83
11007	CCDC85B
79080	CCDC86
55231	CCDC87
283234	CCDC88B
220388	CCDC89
60492	CCDC90B
257236	CCDC96
881	CCIN
885	CCK
886	CCKAR
887	CCKBR
6346	CCL1
6356	CCL11
6357	CCL13
6358	CCL14
6359	CCL15
6360	CCL16
6361	CCL17
6362	CCL18
6363	CCL19
6347	CCL2
6366	CCL21
6367	CCL22
6368	CCL23
10850	CCL27
56477	CCL28
6348	CCL3
414062	CCL3L3
6351	CCL4
9560	CCL4L2
6352	CCL5
6354	CCL7
6355	CCL8
140706	CCM2L
890	CCNA2
9133	CCNB2
898	CCNE1
9134	CCNE2
899	CCNF
901	CCNG2
10983	CCNI
645121	CCNI2
57018	CCNL1
10309	CCNO
9738	CCP110
9236	CCPG1
1230	CCR1
729230	CCR2
1232	CCR3
1233	CCR4
1234	CCR5
1235	CCR6
1237	CCR8
10803	CCR9
9973	CCS
401145	CCSER1
22948	CCT5
10693	CCT6B
221960	CCZ1B
135228	CD109
929	CD14
8763	CD164
930	CD19
4345	CD200
131450	CD200R1
344807	CD200R1L
933	CD22
57124	CD248
29126	CD274
80381	CD276
23607	CD2AP
10421	CD2BP2
952	CD38
915	CD3D
916	CD3E
917	CD3G
958	CD40
960	CD44
961	CD47
921	CD5
966	CD59
923	CD6
971	CD72
941	CD80
942	CD86
22918	CD93
10225	CD96
81602	CDADC1
8872	CDC123
8555	CDC14B
8881	CDC16
166979	CDC20B
8697	CDC23
993	CDC25A
994	CDC25B
995	CDC25C
246184	CDC26
55664	CDC37L1
55561	CDC42BPG
10435	CDC42EP2
56990	CDC42SE2
988	CDC5L
157313	CDCA2
113130	CDCA5
55536	CDCA7L
64866	CDCP1
999	CDH1
1008	CDH10
1009	CDH11
1010	CDH12
1012	CDH13
1013	CDH15
1014	CDH16
1015	CDH17
1016	CDH18
1000	CDH2
64405	CDH22
1001	CDH3
1003	CDH5
1004	CDH6
1006	CDH8
1007	CDH9
222256	CDHR3
389118	CDHR4
29965	CDIP1
10423	CDIPT
8558	CDK10
5218	CDK14
23552	CDK20
10263	CDK2AP2
1020	CDK5
8851	CDK5R1
51654	CDK5RAP1
55755	CDK5RAP2
1021	CDK6
1025	CDK9
54901	CDKAL1
8999	CDKL2
51265	CDKL3
1026	CDKN1A
1029	CDKN2A
55602	CDKN2AIP
91368	CDKN2AIPNL
1030	CDKN2B
441549	CDNF
50937	CDON
1039	CDR2
256223	CDRT15L2
1040	CDS1
8760	CDS2
81620	CDT1
55573	CDV3
124359	CDYL2
1050	CEBPA
1051	CEBPB
1052	CEBPD
1054	CEBPG
1056	CEL
10659	CELF2
56853	CELF4
60677	CELF6
1951	CELSR3
752014	CEMP1
1059	CENPB
1060	CENPC
1062	CENPE
64105	CENPK
55839	CENPN
401541	CENPP
55166	CENPQ
80152	CENPT
387103	CENPW
153241	CEP120
9662	CEP135
22897	CEP164
84984	CEP19
55125	CEP192
11190	CEP250
95681	CEP41
80817	CEP44
9702	CEP57
285753	CEP57L1
80254	CEP63
80321	CEP70
55722	CEP72
79959	CEP76
84131	CEP78
387119	CEP85L
84902	CEP89
79598	CEP97
9350	CER1
51148	CERCAM
204219	CERS3
1066	CES1
8824	CES2
23491	CES3
283848	CES4A
221223	CES5A
1068	CETN1
1071	CETP
629	CFB
10428	CFDP1
3426	CFI
1072	CFL1
1080	CFTR
8545	CGGBP1
84952	CGNL1
283489	CHAMP1
54927	CHCHD3
131474	CHCHD4
84303	CHCHD6
79145	CHCHD7
1106	CHD2
84181	CHD6
55636	CHD7
80205	CHD9
55349	CHDH
1111	CHEK1
1114	CHGB
26511	CHIC2
10752	CHL1
5119	CHMP1A
57132	CHMP1B
25978	CHMP2B
128866	CHMP4B
92421	CHMP4C
51510	CHMP5
91782	CHMP7
1124	CHN2
26973	CHORDC1
63928	CHP2
54480	CHPF2
54108	CHRAC1
8646	CHRD
1128	CHRM1
1129	CHRM2
1135	CHRNA2
1136	CHRNA3
1138	CHRNA5
8973	CHRNA6
55584	CHRNA9
1142	CHRNB3
1143	CHRNB4
166012	CHST13
9435	CHST2
10164	CHST4
23563	CHST5
4166	CHST6
64377	CHST8
83539	CHST9
22856	CHSY1
337876	CHSY3
54921	CHTF8
57019	CIAPIN1
10519	CIB1
10518	CIB2
1149	CIDEA
63924	CIDEC
4261	CIITA
8483	CILP
493856	CISD2
1154	CISH
10370	CITED2
25792	CIZ1
26586	CKAP2
51192	CKLF
1164	CKS2
23122	CLASP2
23529	CLCF1
1180	CLCN1
1181	CLCN2
1182	CLCN3
9076	CLDN1
9071	CLDN10
5010	CLDN11
9069	CLDN12
24146	CLDN15
10686	CLDN16
51208	CLDN18
49861	CLDN20
53842	CLDN22
137075	CLDN23
100132463	CLDN24
644672	CLDN25
9074	CLDN6
9080	CLDN9
56650	CLDND1
23274	CLEC16A
348174	CLEC18A
497190	CLEC18B
283971	CLEC18C
728276	CLEC19A
154790	CLEC2L
10143	CLEC3A
7123	CLEC3B
1047	CLGN
1192	CLIC1
9022	CLIC3
53405	CLIC5
1198	CLK3
79827	CLMP
1201	CLN3
1203	CLN5
54982	CLN6
2055	CLN8
116449	CLNK
9575	CLOCK
10978	CLP1
1208	CLPS
340204	CLPSL1
389383	CLPSL2
81037	CLPTM1L
10845	CLPX
7401	CLRN1
645104	CLRN2
64084	CLSTN2
1211	CLTA
1191	CLU
23059	CLUAP1
27098	CLUL1
157807	CLVS1
134829	CLVS2
171425	CLYBL
134147	CMBL
152100	CMC1
56942	CMC2
80790	CMIP
84319	CMSS1
113540	CMTM1
146225	CMTM2
123920	CMTM3
146223	CMTM4
54918	CMTM6
112616	CMTM7
152189	CMTM8
168975	CNBD1
140894	CNBD2
7555	CNBP
255919	CNEP1R1
1259	CNGA1
1262	CNGA4
1258	CNGB1
54714	CNGB3
254263	CNIH2
154043	CNKSR3
23019	CNOT1
25904	CNOT10
4850	CNOT4
246175	CNOT6L
29883	CNOT7
285888	CNPY1
245812	CNPY4
1270	CNTF
1271	CNTFR
54875	CNTLN
5067	CNTN3
152330	CNTN4
53942	CNTN5
27255	CNTN6
26047	CNTNAP2
79937	CNTNAP3
728577	CNTNAP3B
85445	CNTNAP4
11064	CNTRL
83548	COG3
25839	COG4
10466	COG5
91949	COG7
84342	COG8
1300	COL10A1
1302	COL11A2
1303	COL12A1
7373	COL14A1
1306	COL15A1
1310	COL19A1
1278	COL1A2
81578	COL21A1
169044	COL22A1
84570	COL25A1
136227	COL26A1
340267	COL28A1
1289	COL5A1
256076	COL6A5
131873	COL6A6
1294	COL7A1
1295	COL8A1
1297	COL9A1
10584	COLEC10
81035	COLEC12
8292	COLQ
51122	COMMD2
23412	COMMD3
54939	COMMD4
28991	COMMD5
170622	COMMD6
149951	COMMD7
54951	COMMD8
29099	COMMD9
1315	COPB1
9276	COPB2
22820	COPG1
26958	COPG2
55352	COPRS
8533	COPS3
51138	COPS4
10987	COPS5
10980	COPS6
27235	COQ2
51117	COQ4
10229	COQ7
57017	COQ9
10699	CORIN
11151	CORO1A
57175	CORO1B
7464	CORO2A
10391	CORO2B
84940	CORO6
79585	CORO7
23406	COTL1
10063	COX17
285521	COX18
1327	COX4I1
84701	COX4I2
9377	COX5A
1339	COX6A2
1340	COX6B1
1345	COX6C
1347	COX7A2
170712	COX7B2
1351	COX8A
1356	CP
1357	CPA1
1358	CPA2
51200	CPA4
93979	CPA5
57094	CPA6
1361	CPB2
1362	CPD
1363	CPE
64506	CPEB1
132864	CPEB2
79974	CPED1
10815	CPLX1
594855	CPLX3
1370	CPN2
8904	CPNE1
221184	CPNE2
8895	CPNE3
131034	CPNE4
57699	CPNE5
27132	CPNE7
151835	CPNE9
1371	CPOX
55313	CPPED1
10404	CPQ
29894	CPSF1
10898	CPSF4
79869	CPSF7
54504	CPVL
56265	CPXM1
8532	CPZ
1381	CRABP1
1384	CRAT
286204	CRB2
51185	CRBN
10488	CREB3
64764	CREB3L2
9586	CREB5
1387	CREBBP
58487	CREBZF
78987	CRELD1
1392	CRH
1395	CRHR2
167	CRISP1
7180	CRISP2
10321	CRISP3
83690	CRISPLD1
83716	CRISPLD2
51379	CRLF3
54675	CRLS1
1400	CRMP1
51340	CRNKL1
54677	CROT
56253	CRTAM
10491	CRTAP
64784	CRTC3
1410	CRYAB
1411	CRYBA1
155051	CRYGN
1427	CRYGS
1428	CRYM
1434	CSE1L
1437	CSF2
55790	CSGALNACT1
1445	CSK
64478	CSMD1
114788	CSMD3
1446	CSN1S1
1447	CSN2
1448	CSN3
53944	CSNK1G1
1456	CSNK1G3
1457	CSNK2A1
1459	CSNK2A2
283106	CSNK2A3
1460	CSNK2B
1464	CSPG4
10675	CSPG5
79848	CSPP1
64651	CSRNP1
1469	CST1
140880	CST11
1470	CST2
1471	CST3
1472	CST4
1473	CST5
1474	CST6
8530	CST7
10047	CST8
128822	CST9
128821	CST9L
1475	CSTA
1477	CSTF1
1479	CSTF3
128817	CSTL1
64693	CTAGE1
441294	CTAGE15
100128553	CTAGE4
340307	CTAGE6
100142659	CTAGE8
643854	CTAGE9
1487	CTBP1
10664	CTCF
140690	CTCFL
10217	CTDSPL
1489	CTF1
115908	CTHRC1
9811	CTIF
1495	CTNNA1
1499	CTNNB1
56259	CTNNBL1
1500	CTNND1
1501	CTNND2
9646	CTR9
1504	CTRB1
440387	CTRB2
1506	CTRL
5476	CTSA
1508	CTSB
1075	CTSC
8722	CTSF
1512	CTSH
1514	CTSL
1519	CTSO
1515	CTSV
1521	CTSW
1522	CTSZ
83992	CTTNBP2
348180	CTU2
613212	CTXN3
8029	CUBN
8454	CUL1
8065	CUL5
51596	CUTA
1523	CUX1
51503	CWC15
10283	CWC27
143884	CWF19L2
80157	CWH43
6376	CX3CL1
1524	CX3CR1
2919	CXCL1
3627	CXCL10
6373	CXCL11
10563	CXCL13
9547	CXCL14
2920	CXCL2
2921	CXCL3
6374	CXCL5
6372	CXCL6
4283	CXCL9
643	CXCR5
10663	CXCR6
30827	CXXC1
80319	CXXC4
51523	CXXC5
220002	CYB561A3
11068	CYB561D2
80777	CYB5B
51700	CYB5R2
1535	CYBA
1537	CYC1
54205	CYCS
1539	CYLC2
1540	CYLD
1583	CYP11A1
1584	CYP11B1
1585	CYP11B2
1588	CYP19A1
1543	CYP1A1
1544	CYP1A2
1589	CYP21A2
1591	CYP24A1
120227	CYP2R1
113612	CYP2U1
51302	CYP39A1
1576	CYP3A4
64816	CYP3A43
1577	CYP3A5
1551	CYP3A7
285440	CYP4V2
1595	CYP51A1
1581	CYP7A1
9420	CYP7B1
1582	CYP8B1
57105	CYSLTR2
84418	CYSTM1
9265	CYTH3
54360	CYTL1
23500	DAAM2
1601	DAB2
153090	DAB2IP
1602	DACH1
168002	DACT2
1605	DAG1
747	DAGLA
221955	DAGLB
55152	DALRD3
1611	DAP
1612	DAPK1
23604	DAPK2
27071	DAPP1
1616	DAXX
1618	DAZL
10926	DBF4
1621	DBH
79007	DBNDD1
55861	DBNDD2
51163	DBR1
79269	DCAF10
25853	DCAF12
25879	DCAF13
54876	DCAF16
285429	DCAF4L1
138009	DCAF4L2
285761	DCBLD1
131566	DCBLD2
1630	DCC
341019	DCDC1
51473	DCDC2
8642	DCHS1
54798	DCHS2
1633	DCK
166614	DCLK2
85443	DCLK3
64421	DCLRE1C
55802	DCP1A
28960	DCPS
81501	DCSTAMP
1638	DCT
1635	DCTD
11258	DCTN3
84516	DCTN5
10671	DCTN6
79077	DCTPP1
54165	DCUN1D1
55208	DCUN1D2
123879	DCUN1D3
23142	DCUN1D4
84259	DCUN1D5
23564	DDAH2
1642	DDB1
23259	DDHD2
414301	DDI1
115265	DDIT4L
780	DDR1
65992	DDRGK1
1662	DDX10
55308	DDX19A
11269	DDX19B
29118	DDX25
55661	DDX27
55794	DDX28
64794	DDX31
7919	DDX39B
54514	DDX4
55510	DDX43
9879	DDX46
11056	DDX52
1656	DDX6
55601	DDX60
91351	DDX60L
1666	DECR1
